19/11/2021 (dd/mm/yyyy)
Used,phi_cen,ph_exp,th_cen,th_exp,phi_rms_cr,th_rms_cor,stat,n_col,n_row
1,21.02,19.23,2.10,1.61,0.77,4.03,24408,4,8
0,0,0,0,0,0,0,0,0,0
1,20.67,19.23,15.34,15.99,1.01,3.26,25919,4,10
0,0,0,0,0,0,0,0,0,0
1,19.70,19.23,29.10,30.38,1.43,2.76,28156,4,12
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,15.70,16.26,-33.96,-34.35,1.61,2.24,7762,5,3
0,0,0,0,0,0,0,0,0,0
1,17.48,16.26,-19.32,-19.97,1.34,2.74,22633,5,5
0,0,0,0,0,0,0,0,0,0
1,17.92,16.26,-4.50,-5.58,1.03,3.46,29337,5,7
0,0,0,0,0,0,0,0,0,0
1,17.87,16.26,8.25,8.80,1.04,3.60,31528,5,9
0,0,0,0,0,0,0,0,0,0
1,16.85,16.26,22.27,23.19,1.07,3.49,23376,5,11
0,0,0,0,0,0,0,0,0,0
1,17.50,16.26,37.21,37.57,1.30,2.04,9473,5,13
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,13.95,13.29,-27.63,-27.16,1.58,2.32,14922,6,4
0,0,0,0,0,0,0,0,0,0
1,14.89,13.29,-12.41,-12.77,1.04,3.06,20400,6,6
0,0,0,0,0,0,0,0,0,0
1,15.40,13.29,1.50,1.61,0.97,2.58,25443,6,8
0,0,0,0,0,0,0,0,0,0
1,14.53,13.29,14.82,15.99,1.21,2.46,21592,6,10
0,0,0,0,0,0,0,0,0,0
1,14.48,13.29,29.43,30.38,1.65,3.41,26767,6,12
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,10.69,10.32,-34.08,-34.35,1.47,2.18,4764,7,3
0,0,0,0,0,0,0,0,0,0
1,11.71,10.32,-19.75,-19.97,1.03,2.36,14137,7,5
0,0,0,0,0,0,0,0,0,0
1,12.03,10.32,-4.90,-5.58,0.90,2.92,17147,7,7
0,0,0,0,0,0,0,0,0,0
1,12.03,10.32,8.50,8.80,0.91,3.57,18560,7,9
0,0,0,0,0,0,0,0,0,0
1,11.04,10.32,22.63,23.19,1.01,2.79,11686,7,11
0,0,0,0,0,0,0,0,0,0
1,11.74,10.32,36.74,37.57,1.20,2.22,6159,7,13
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,8.58,7.35,-27.76,-27.16,1.08,2.47,7206,8,4
0,0,0,0,0,0,0,0,0,0
1,9.24,7.35,-13.00,-12.78,1.35,2.72,10688,8,6
0,0,0,0,0,0,0,0,0,0
1,9.27,7.35,1.09,1.61,1.20,3.63,12195,8,8
0,0,0,0,0,0,0,0,0,0
1,8.39,7.35,15.70,15.99,0.83,4.08,11092,8,10
0,0,0,0,0,0,0,0,0,0
1,8.47,7.35,30.24,30.38,1.08,3.41,8019,8,12
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,5.27,4.38,-33.98,-34.35,1.20,2.09,2218,9,3
0,0,0,0,0,0,0,0,0,0
1,5.77,4.38,-20.55,-19.97,1.30,2.63,6454,9,5
0,0,0,0,0,0,0,0,0,0
1,6.23,4.38,-5.82,-5.58,1.21,3.79,8770,9,7
0,0,0,0,0,0,0,0,0,0
1,5.75,4.38,8.45,8.80,1.08,4.07,8022,9,9
0,0,0,0,0,0,0,0,0,0
1,5.39,4.38,22.60,23.19,1.26,3.11,6217,9,11
0,0,0,0,0,0,0,0,0,0
1,6.37,4.38,36.38,37.57,1.05,2.50,3048,9,13
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,2.01,1.41,-26.57,-27.16,1.19,2.67,3087,10,4
0,0,0,0,0,0,0,0,0,0
1,2.86,1.41,-12.97,-12.78,1.14,3.25,4960,10,6
0,0,0,0,0,0,0,0,0,0
1,2.93,1.41,0.89,1.61,1.12,2.73,5150,10,8
0,0,0,0,0,0,0,0,0,0
1,2.40,1.41,15.59,16.00,1.24,3.09,4425,10,10
0,0,0,0,0,0,0,0,0,0
1,2.64,1.41,29.83,30.38,1.23,2.17,3325,10,12
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,-0.52,-1.56,-33.06,-34.35,1.11,2.09,1009,11,3
0,0,0,0,0,0,0,0,0,0
1,-0.67,-1.56,-20.49,-19.97,1.26,3.23,3051,11,5
0,0,0,0,0,0,0,0,0,0
1,-0.02,-1.56,-6.21,-5.58,1.17,2.83,3281,11,7
0,0,0,0,0,0,0,0,0,0
1,-0.68,-1.56,8.36,8.80,1.03,3.33,3085,11,9
0,0,0,0,0,0,0,0,0,0
1,-0.93,-1.56,22.67,23.19,1.45,2.77,2623,11,11
0,0,0,0,0,0,0,0,0,0
1,0.20,-1.56,35.67,37.57,1.08,2.31,1366,11,13
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,-4.39,-4.53,-26.40,-27.16,1.09,2.83,1903,12,4
0,0,0,0,0,0,0,0,0,0
1,-3.82,-4.53,-13.32,-12.78,1.11,3.69,2553,12,6
0,0,0,0,0,0,0,0,0,0
1,-3.58,-4.53,1.36,1.61,1.11,3.09,2138,12,8
0,0,0,0,0,0,0,0,0,0
1,-3.77,-4.53,15.90,16.00,1.43,3.17,2136,12,10
0,0,0,0,0,0,0,0,0,0
1,-3.74,-4.53,29.68,30.38,1.27,3.05,2119,12,12
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,-11.73,-10.48,-25.20,-27.16,1.18,2.15,1200,14,4
0,0,0,0,0,0,0,0,0,0
1,-10.28,-10.48,-13.07,-12.78,1.04,3.04,1236,14,6
0,0,0,0,0,0,0,0,0,0
1,-9.51,-10.48,0.97,1.61,1.58,3.93,2286,14,8
0,0,0,0,0,0,0,0,0,0
1,-10.08,-10.48,16.33,16.00,1.22,3.03,1084,14,10
0,0,0,0,0,0,0,0,0,0
1,-10.50,-10.48,29.94,30.38,1.22,2.76,1035,14,12
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,-13.73,-13.45,-20.08,-19.97,0.99,2.66,1041,15,5
0,0,0,0,0,0,0,0,0,0
1,-12.73,-13.45,-6.21,-5.58,1.19,2.99,966,15,7
0,0,0,0,0,0,0,0,0,0
1,-12.55,-13.45,8.15,8.80,1.21,3.62,905,15,9
0,0,0,0,0,0,0,0,0,0
1,-13.19,-13.45,23.08,23.19,1.23,2.98,905,15,11
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,-17.87,-16.42,-24.49,-27.16,1.59,2.02,505,16,4
0,0,0,0,0,0,0,0,0,0
1,-16.08,-16.42,-13.94,-12.78,1.10,2.80,830,16,6
0,0,0,0,0,0,0,0,0,0
1,-15.58,-16.42,1.15,1.61,1.18,2.49,743,16,8
0,0,0,0,0,0,0,0,0,0
1,-15.92,-16.42,16.21,16.00,1.00,2.74,712,16,10
0,0,0,0,0,0,0,0,0,0
1,-17.18,-16.42,28.91,30.38,1.44,2.46,384,16,12
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,-19.86,-19.39,-19.36,-19.97,1.00,2.39,464,17,5
0,0,0,0,0,0,0,0,0,0
1,-18.75,-19.39,-6.64,-5.58,1.05,3.04,620,17,7
0,0,0,0,0,0,0,0,0,0
1,-18.72,-19.39,9.18,8.80,1.19,3.60,582,17,9
0,0,0,0,0,0,0,0,0,0
1,-19.60,-19.39,22.95,23.19,1.13,3.35,413,17,11
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,-21.71,-22.36,-13.05,-12.78,1.14,2.83,302,18,6
0,0,0,0,0,0,0,0,0,0
1,-21.10,-22.36,1.75,1.61,1.15,3.44,393,18,8
0,0,0,0,0,0,0,0,0,0
1,-21.77,-22.36,17.51,16.00,1.28,3.65,292,18,10
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,-23.36,-25.34,-7.66,-5.58,1.16,10.34,162,19,7
0,0,0,0,0,0,0,0,0,0
1,-23.38,-25.34,9.33,8.80,1.11,3.38,149,19,9
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
